IssueKey,Summary,MITRE
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.009 Indicator Removal: Clear Persistence
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.001 Indicator Removal: Clear Windows Event Logs
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.004 Indicator Removal: File Deletion
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.005 Indicator Removal: Network Share Connection Removal
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.010 Indicator Removal: Relocate Malware
DETE-1,CSV-IMPORT,T1070 Indicator Removal -> T1070.006 Indicator Removal: Timestomp
DETE-1,CSV-IMPORT,T1056 Input Capture -> T1056.004 Input Capture: Credential API Hooking
DETE-1,CSV-IMPORT,T1056 Input Capture -> T1056.002 Input Capture: GUI Input Capture
DETE-1,CSV-IMPORT,T1056 Input Capture -> T1056.001 Input Capture: Keylogging
DETE-1,CSV-IMPORT,T1056 Input Capture -> T1056.003 Input Capture: Web Portal Capture
DETE-1,CSV-IMPORT,T1559 Inter-Process Communication -> T1559.001 Inter-Process Communication: Component Object Model
DETE-1,CSV-IMPORT,T1559 Inter-Process Communication -> T1559.002 Inter-Process Communication: Dynamic Data Exchange
DETE-1,CSV-IMPORT,T1559 Inter-Process Communication -> T1559.003 Inter-Process Communication: XPC Services
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.009 Masquerading: Break Process Trees
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.012 Masquerading: Browser Fingerprint
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.007 Masquerading: Double File Extension
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.001 Masquerading: Invalid Code Signature
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.010 Masquerading: Masquerade Account Name
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.008 Masquerading: Masquerade File Type
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.004 Masquerading: Masquerade Task or Service
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.005 Masquerading: Match Legitimate Resource Name or Location
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.011 Masquerading: Overwrite Process Arguments
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.003 Masquerading: Rename Legitimate Utilities
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.002 Masquerading: Right-to-Left Override
DETE-1,CSV-IMPORT,T1036 Masquerading -> T1036.006 Masquerading: Space after Filename
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.009 Modify Authentication Process: Conditional Access Policies
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.001 Modify Authentication Process: Domain Controller Authentication
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.007 Modify Authentication Process: Hybrid Identity
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.006 Modify Authentication Process: Multi-Factor Authentication
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.004 Modify Authentication Process: Network Device Authentication
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.008 Modify Authentication Process: Network Provider DLL
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.002 Modify Authentication Process: Password Filter DLL
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.003 Modify Authentication Process: Pluggable Authentication Modules
DETE-1,CSV-IMPORT,T1556 Modify Authentication Process -> T1556.005 Modify Authentication Process: Reversible Encryption
DETE-1,CSV-IMPORT,T1578 Modify Cloud Compute Infrastructure -> T1578.002 Modify Cloud Compute Infrastructure: Create Cloud Instance
DETE-1,CSV-IMPORT,T1578 Modify Cloud Compute Infrastructure -> T1578.001 Modify Cloud Compute Infrastructure: Create Snapshot
DETE-1,CSV-IMPORT,T1578 Modify Cloud Compute Infrastructure -> T1578.003 Modify Cloud Compute Infrastructure: Delete Cloud Instance
DETE-1,CSV-IMPORT,T1578 Modify Cloud Compute Infrastructure -> T1578.005 Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations
DETE-1,CSV-IMPORT,T1578 Modify Cloud Compute Infrastructure -> T1578.004 Modify Cloud Compute Infrastructure: Revert Cloud Instance
DETE-1,CSV-IMPORT,T1601 Modify System Image -> T1601.002 Modify System Image: Downgrade System Image
DETE-1,CSV-IMPORT,T1601 Modify System Image -> T1601.001 Modify System Image: Patch System Image
DETE-1,CSV-IMPORT,T1599 Network Boundary Bridging -> T1599.001 Network Boundary Bridging: Network Address Translation Traversal
DETE-1,CSV-IMPORT,T1498 Network Denial of Service -> T1498.001 Network Denial of Service: Direct Network Flood
DETE-1,CSV-IMPORT,T1498 Network Denial of Service -> T1498.002 Network Denial of Service: Reflection Amplification
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.008 OS Credential Dumping: /etc/passwd and /etc/shadow
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.005 OS Credential Dumping: Cached Domain Credentials
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.006 OS Credential Dumping: DCSync
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.004 OS Credential Dumping: LSA Secrets
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.001 OS Credential Dumping: LSASS Memory
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.003 OS Credential Dumping: NTDS
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.007 OS Credential Dumping: Proc Filesystem
DETE-1,CSV-IMPORT,T1003 OS Credential Dumping -> T1003.002 OS Credential Dumping: Security Account Manager
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.001 Obfuscated Files or Information: Binary Padding
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.010 Obfuscated Files or Information: Command Obfuscation
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.004 Obfuscated Files or Information: Compile After Delivery
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.015 Obfuscated Files or Information: Compression
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.007 Obfuscated Files or Information: Dynamic API Resolution
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.009 Obfuscated Files or Information: Embedded Payloads
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.013 Obfuscated Files or Information: Encrypted/Encoded File
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.011 Obfuscated Files or Information: Fileless Storage
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.006 Obfuscated Files or Information: HTML Smuggling
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.005 Obfuscated Files or Information: Indicator Removal from Tools
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.016 Obfuscated Files or Information: Junk Code Insertion
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.012 Obfuscated Files or Information: LNK Icon Smuggling
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.014 Obfuscated Files or Information: Polymorphic Code
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.017 Obfuscated Files or Information: SVG Smuggling
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.002 Obfuscated Files or Information: Software Packing
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.003 Obfuscated Files or Information: Steganography
DETE-1,CSV-IMPORT,T1027 Obfuscated Files or Information -> T1027.008 Obfuscated Files or Information: Stripped Payloads
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.007 Obtain Capabilities: Artificial Intelligence
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.003 Obtain Capabilities: Code Signing Certificates
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.004 Obtain Capabilities: Digital Certificates
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.005 Obtain Capabilities: Exploits
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.001 Obtain Capabilities: Malware
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.002 Obtain Capabilities: Tool
DETE-1,CSV-IMPORT,T1588 Obtain Capabilities -> T1588.006 Obtain Capabilities: Vulnerabilities
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.006 Office Application Startup: Add-ins
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.001 Office Application Startup: Office Template Macros
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.002 Office Application Startup: Office Test
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.003 Office Application Startup: Outlook Forms
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.004 Office Application Startup: Outlook Home Page
DETE-1,CSV-IMPORT,T1137 Office Application Startup -> T1137.005 Office Application Startup: Outlook Rules
DETE-1,CSV-IMPORT,T1069 Permission Groups Discovery -> T1069.003 Permission Groups Discovery: Cloud Groups
DETE-1,CSV-IMPORT,T1069 Permission Groups Discovery -> T1069.002 Permission Groups Discovery: Domain Groups
DETE-1,CSV-IMPORT,T1069 Permission Groups Discovery -> T1069.001 Permission Groups Discovery: Local Groups
DETE-1,CSV-IMPORT,T1598 Phishing for Information -> T1598.002 Phishing for Information: Spearphishing Attachment
DETE-1,CSV-IMPORT,T1598 Phishing for Information -> T1598.003 Phishing for Information: Spearphishing Link
DETE-1,CSV-IMPORT,T1598 Phishing for Information -> T1598.001 Phishing for Information: Spearphishing Service
DETE-1,CSV-IMPORT,T1598 Phishing for Information -> T1598.004 Phishing for Information: Spearphishing Voice
DETE-1,CSV-IMPORT,T1566 Phishing -> T1566.001 Phishing: Spearphishing Attachment
DETE-1,CSV-IMPORT,T1566 Phishing -> T1566.002 Phishing: Spearphishing Link
DETE-1,CSV-IMPORT,T1566 Phishing -> T1566.004 Phishing: Spearphishing Voice
DETE-1,CSV-IMPORT,T1566 Phishing -> T1566.003 Phishing: Spearphishing via Service
DETE-1,CSV-IMPORT,T1542 Pre-OS Boot -> T1542.003 Pre-OS Boot: Bootkit
DETE-1,CSV-IMPORT,T1542 Pre-OS Boot -> T1542.002 Pre-OS Boot: Component Firmware
DETE-1,CSV-IMPORT,T1542 Pre-OS Boot -> T1542.004 Pre-OS Boot: ROMMONkit
DETE-1,CSV-IMPORT,T1542 Pre-OS Boot -> T1542.001 Pre-OS Boot: System Firmware
DETE-1,CSV-IMPORT,T1542 Pre-OS Boot -> T1542.005 Pre-OS Boot: TFTP Boot
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.004 Process Injection: Asynchronous Procedure Call
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.001 Process Injection: Dynamic-link Library Injection
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.011 Process Injection: Extra Window Memory Injection
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.015 Process Injection: ListPlanting
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.002 Process Injection: Portable Executable Injection
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.009 Process Injection: Proc Memory
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.013 Process Injection: Process Doppelgänging
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.012 Process Injection: Process Hollowing
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.008 Process Injection: Ptrace System Calls
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.003 Process Injection: Thread Execution Hijacking
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.005 Process Injection: Thread Local Storage
DETE-1,CSV-IMPORT,T1055 Process Injection -> T1055.014 Process Injection: VDSO Hijacking
DETE-1,CSV-IMPORT,T1090 Proxy -> T1090.004 Proxy: Domain Fronting
DETE-1,CSV-IMPORT,T1090 Proxy -> T1090.002 Proxy: External Proxy
DETE-1,CSV-IMPORT,T1090 Proxy -> T1090.001 Proxy: Internal Proxy
DETE-1,CSV-IMPORT,T1090 Proxy -> T1090.003 Proxy: Multi-hop Proxy
DETE-1,CSV-IMPORT,T1219 Remote Access Tools -> T1219.001 Remote Access Tools: IDE Tunneling
DETE-1,CSV-IMPORT,T1219 Remote Access Tools -> T1219.003 Remote Access Tools: Remote Access Hardware
DETE-1,CSV-IMPORT,T1219 Remote Access Tools -> T1219.002 Remote Access Tools: Remote Desktop Software
DETE-1,CSV-IMPORT,T1563 Remote Service Session Hijacking -> T1563.002 Remote Service Session Hijacking: RDP Hijacking
DETE-1,CSV-IMPORT,T1563 Remote Service Session Hijacking -> T1563.001 Remote Service Session Hijacking: SSH Hijacking
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.007 Remote Services: Cloud Services
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.008 Remote Services: Direct Cloud VM Connections
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.003 Remote Services: Distributed Component Object Model
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.001 Remote Services: Remote Desktop Protocol
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.002 Remote Services: SMB/Windows Admin Shares
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.004 Remote Services: SSH
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.005 Remote Services: VNC
DETE-1,CSV-IMPORT,T1021 Remote Services -> T1021.006 Remote Services: Windows Remote Management
DETE-1,CSV-IMPORT,T1496 Resource Hijacking -> T1496.002 Resource Hijacking: Bandwidth Hijacking
DETE-1,CSV-IMPORT,T1496 Resource Hijacking -> T1496.004 Resource Hijacking: Cloud Service Hijacking
DETE-1,CSV-IMPORT,T1496 Resource Hijacking -> T1496.001 Resource Hijacking: Compute Hijacking
DETE-1,CSV-IMPORT,T1496 Resource Hijacking -> T1496.003 Resource Hijacking: SMS Pumping
DETE-1,CSV-IMPORT,T1053 Scheduled Task/Job -> T1053.002 Scheduled Task/Job: At
DETE-1,CSV-IMPORT,T1053 Scheduled Task/Job -> T1053.007 Scheduled Task/Job: Container Orchestration Job
DETE-1,CSV-IMPORT,T1053 Scheduled Task/Job -> T1053.003 Scheduled Task/Job: Cron
DETE-1,CSV-IMPORT,T1053 Scheduled Task/Job -> T1053.005 Scheduled Task/Job: Scheduled Task
DETE-1,CSV-IMPORT,T1053 Scheduled Task/Job -> T1053.006 Scheduled Task/Job: Systemd Timers
DETE-1,CSV-IMPORT,T1597 Search Closed Sources -> T1597.002 Search Closed Sources: Purchase Technical Data
DETE-1,CSV-IMPORT,T1597 Search Closed Sources -> T1597.001 Search Closed Sources: Threat Intel Vendors
DETE-1,CSV-IMPORT,T1596 Search Open Technical Databases -> T1596.004 Search Open Technical Databases: CDNs
DETE-1,CSV-IMPORT,T1596 Search Open Technical Databases -> T1596.001 Search Open Technical Databases: DNS/Passive DNS
DETE-1,CSV-IMPORT,T1596 Search Open Technical Databases -> T1596.003 Search Open Technical Databases: Digital Certificates
DETE-1,CSV-IMPORT,T1596 Search Open Technical Databases -> T1596.005 Search Open Technical Databases: Scan Databases
DETE-1,CSV-IMPORT,T1596 Search Open Technical Databases -> T1596.002 Search Open Technical Databases: WHOIS
DETE-1,CSV-IMPORT,T1593 Search Open Websites/Domains -> T1593.003 Search Open Websites/Domains: Code Repositories
DETE-1,CSV-IMPORT,T1593 Search Open Websites/Domains -> T1593.002 Search Open Websites/Domains: Search Engines
DETE-1,CSV-IMPORT,T1593 Search Open Websites/Domains -> T1593.001 Search Open Websites/Domains: Social Media
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.004 Server Software Component: IIS Components
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.001 Server Software Component: SQL Stored Procedures
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.005 Server Software Component: Terminal Services DLL
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.002 Server Software Component: Transport Agent
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.003 Server Software Component: Web Shell
DETE-1,CSV-IMPORT,T1505 Server Software Component -> T1505.006 Server Software Component: vSphere Installation Bundles
DETE-1,CSV-IMPORT,T1518 Software Discovery -> T1518.002 Software Discovery: Backup Software Discovery
DETE-1,CSV-IMPORT,T1518 Software Discovery -> T1518.001 Software Discovery: Security Software Discovery
DETE-1,CSV-IMPORT,T1176 Software Extensions -> T1176.001 Software Extensions: Browser Extensions
DETE-1,CSV-IMPORT,T1176 Software Extensions -> T1176.002 Software Extensions: IDE Extensions
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.004 Stage Capabilities: Drive-by Target
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.003 Stage Capabilities: Install Digital Certificate
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.005 Stage Capabilities: Link Target
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.006 Stage Capabilities: SEO Poisoning
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.001 Stage Capabilities: Upload Malware
DETE-1,CSV-IMPORT,T1608 Stage Capabilities -> T1608.002 Stage Capabilities: Upload Tool
DETE-1,CSV-IMPORT,T1558 Steal or Forge Kerberos Tickets -> T1558.004 Steal or Forge Kerberos Tickets: AS-REP Roasting
DETE-1,CSV-IMPORT,T1558 Steal or Forge Kerberos Tickets -> T1558.005 Steal or Forge Kerberos Tickets: Ccache Files
DETE-1,CSV-IMPORT,T1558 Steal or Forge Kerberos Tickets -> T1558.001 Steal or Forge Kerberos Tickets: Golden Ticket
DETE-1,CSV-IMPORT,T1558 Steal or Forge Kerberos Tickets -> T1558.003 Steal or Forge Kerberos Tickets: Kerberoasting
DETE-1,CSV-IMPORT,T1558 Steal or Forge Kerberos Tickets -> T1558.002 Steal or Forge Kerberos Tickets: Silver Ticket
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.002 Subvert Trust Controls: Code Signing
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.006 Subvert Trust Controls: Code Signing Policy Modification
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.001 Subvert Trust Controls: Gatekeeper Bypass
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.004 Subvert Trust Controls: Install Root Certificate
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.005 Subvert Trust Controls: Mark-of-the-Web Bypass
DETE-1,CSV-IMPORT,T1553 Subvert Trust Controls -> T1553.003 Subvert Trust Controls: SIP and Trust Provider Hijacking
DETE-1,CSV-IMPORT,T1195 Supply Chain Compromise -> T1195.003 Supply Chain Compromise: Compromise Hardware Supply Chain
DETE-1,CSV-IMPORT,T1195 Supply Chain Compromise -> T1195.001 Supply Chain Compromise: Compromise Software Dependencies and Development Tools
DETE-1,CSV-IMPORT,T1195 Supply Chain Compromise -> T1195.002 Supply Chain Compromise: Compromise Software Supply Chain
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.003 System Binary Proxy Execution: CMSTP
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.001 System Binary Proxy Execution: Compiled HTML File
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.002 System Binary Proxy Execution: Control Panel
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.015 System Binary Proxy Execution: Electron Applications
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.004 System Binary Proxy Execution: InstallUtil
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.014 System Binary Proxy Execution: MMC
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.013 System Binary Proxy Execution: Mavinject
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.005 System Binary Proxy Execution: Mshta
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.007 System Binary Proxy Execution: Msiexec
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.008 System Binary Proxy Execution: Odbcconf
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.009 System Binary Proxy Execution: Regsvcs/Regasm
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.010 System Binary Proxy Execution: Regsvr32
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.011 System Binary Proxy Execution: Rundll32
DETE-1,CSV-IMPORT,T1218 System Binary Proxy Execution -> T1218.012 System Binary Proxy Execution: Verclsid
DETE-1,CSV-IMPORT,T1614 System Location Discovery -> T1614.001 System Location Discovery: System Language Discovery
DETE-1,CSV-IMPORT,T1016 System Network Configuration Discovery -> T1016.001 System Network Configuration Discovery: Internet Connection Discovery
DETE-1,CSV-IMPORT,T1016 System Network Configuration Discovery -> T1016.002 System Network Configuration Discovery: Wi-Fi Discovery
DETE-1,CSV-IMPORT,T1216 System Script Proxy Execution -> T1216.001 System Script Proxy Execution: PubPrn
DETE-1,CSV-IMPORT,T1216 System Script Proxy Execution -> T1216.002 System Script Proxy Execution: SyncAppvPublishingServer
DETE-1,CSV-IMPORT,T1569 System Services -> T1569.001 System Services: Launchctl
DETE-1,CSV-IMPORT,T1569 System Services -> T1569.002 System Services: Service Execution
DETE-1,CSV-IMPORT,T1569 System Services -> T1569.003 System Services: Systemctl
DETE-1,CSV-IMPORT,T1205 Traffic Signaling -> T1205.001 Traffic Signaling: Port Knocking
DETE-1,CSV-IMPORT,T1205 Traffic Signaling -> T1205.002 Traffic Signaling: Socket Filters
DETE-1,CSV-IMPORT,T1127 Trusted Developer Utilities Proxy Execution -> T1127.002 Trusted Developer Utilities Proxy Execution: ClickOnce
DETE-1,CSV-IMPORT,T1127 Trusted Developer Utilities Proxy Execution -> T1127.003 Trusted Developer Utilities Proxy Execution: JamPlus
DETE-1,CSV-IMPORT,T1127 Trusted Developer Utilities Proxy Execution -> T1127.001 Trusted Developer Utilities Proxy Execution: MSBuild
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.008 Unsecured Credentials: Chat Messages
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.005 Unsecured Credentials: Cloud Instance Metadata API
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.007 Unsecured Credentials: Container API
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.001 Unsecured Credentials: Credentials In Files
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.002 Unsecured Credentials: Credentials in Registry
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.006 Unsecured Credentials: Group Policy Preferences
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.004 Unsecured Credentials: Private Keys
DETE-1,CSV-IMPORT,T1552 Unsecured Credentials -> T1552.003 Unsecured Credentials: Shell History
DETE-1,CSV-IMPORT,T1550 Use Alternate Authentication Material -> T1550.001 Use Alternate Authentication Material: Application Access Token
DETE-1,CSV-IMPORT,T1550 Use Alternate Authentication Material -> T1550.002 Use Alternate Authentication Material: Pass the Hash
DETE-1,CSV-IMPORT,T1550 Use Alternate Authentication Material -> T1550.003 Use Alternate Authentication Material: Pass the Ticket
DETE-1,CSV-IMPORT,T1550 Use Alternate Authentication Material -> T1550.004 Use Alternate Authentication Material: Web Session Cookie
DETE-1,CSV-IMPORT,T1204 User Execution -> T1204.004 User Execution: Malicious Copy and Paste
DETE-1,CSV-IMPORT,T1204 User Execution -> T1204.002 User Execution: Malicious File
DETE-1,CSV-IMPORT,T1204 User Execution -> T1204.003 User Execution: Malicious Image
DETE-1,CSV-IMPORT,T1204 User Execution -> T1204.005 User Execution: Malicious Library
DETE-1,CSV-IMPORT,T1204 User Execution -> T1204.001 User Execution: Malicious Link
DETE-1,CSV-IMPORT,T1078 Valid Accounts -> T1078.004 Valid Accounts: Cloud Accounts
DETE-1,CSV-IMPORT,T1078 Valid Accounts -> T1078.001 Valid Accounts: Default Accounts
DETE-1,CSV-IMPORT,T1078 Valid Accounts -> T1078.002 Valid Accounts: Domain Accounts
DETE-1,CSV-IMPORT,T1078 Valid Accounts -> T1078.003 Valid Accounts: Local Accounts
DETE-1,CSV-IMPORT,T1497 Virtualization/Sandbox Evasion -> T1497.001 Virtualization/Sandbox Evasion: System Checks
DETE-1,CSV-IMPORT,T1497 Virtualization/Sandbox Evasion -> T1497.003 Virtualization/Sandbox Evasion: Time Based Checks
DETE-1,CSV-IMPORT,T1497 Virtualization/Sandbox Evasion -> T1497.002 Virtualization/Sandbox Evasion: User Activity Based Checks
DETE-1,CSV-IMPORT,T1600 Weaken Encryption -> T1600.002 Weaken Encryption: Disable Crypto Hardware
DETE-1,CSV-IMPORT,T1600 Weaken Encryption -> T1600.001 Weaken Encryption: Reduce Key Space
DETE-1,CSV-IMPORT,T1102 Web Service -> T1102.002 Web Service: Bidirectional Communication
DETE-1,CSV-IMPORT,T1102 Web Service -> T1102.001 Web Service: Dead Drop Resolver
DETE-1,CSV-IMPORT,T1102 Web Service -> T1102.003 Web Service: One-Way Communication
